ASCII
0,1
1,2
2,0
3,2
4,2
5,0
6,0
7,1
8,0
9,1
10,1
11,1
12,0
13,1
14,0
15,1
16,1
17,0
18,2
19,0
20,0
21,2
22,1
23,1
24,1
25,0
26,0
27,1
28,0
29,0
30,1
31,0
32,0
33,1
34,1
35,1
36,0
37,1
38,0
39,1
40,1
41,2
42,3
43,0
44,0
45,4
46,2
47,5
48,4
49,2
50,3
51,3
52,4
53,6
54,6
55,1
56,4
57,1
58,3
59,1
60,3
61,5
62,2
63,1
64,6
65,6
66,5
67,6
68,7
69,4
70,1
71,6
72,4
73,4
74,6
75,4
76,5
77,3
78,6
79,9
80,8
81,8
82,4
83,2
84,2
85,5
86,6
87,0
88,4
89,5
90,5
91,2
92,9
93,3
94,3
95,2
96,3
97,3
98,3
99,4
100,3
101,5
102,5
103,5
104,3
105,1
106,0
107,3
108,1
109,3
110,1
111,3
112,2
113,1
114,1
115,1
116,2
117,1
118,0
119,1
120,0
121,2
122,0
123,1
124,0
125,0
126,1
127,0
128,1
129,0
130,0
131,2
132,2
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,3
141,0
142,0
143,0
144,0
145,0
146,1
147,1
148,1
149,0
150,0
151,1
152,0
153,2
154,1
155,0
156,1
157,1
158,3
159,1
160,2
161,1
162,3
163,3
164,1
165,1
166,3
167,3
168,3
169,3
170,2
171,3
172,1
173,6
174,2
175,3
176,3
177,1
178,1
179,5
180,6
181,3
182,3
183,3
184,5
185,3
186,3
187,3
188,2
189,5
190,4
191,4
192,2
193,4
194,2
195,1
196,3
197,8
198,2
199,5
200,4
201,1
202,0
203,0
204,0
205,5
206,3
207,2
208,4
209,2
210,2
211,2
212,1
213,2
214,1
215,4
216,1
217,0
218,0
219,4
220,2
221,4
222,2
223,0
224,0
225,3
226,2
227,2
228,0
229,1
230,2
231,0
232,1
233,0
234,1
235,1
236,0
237,0
238,0
239,0
240,1
241,0
242,0
243,0
244,0
245,1
246,0
247,0
248,0
249,0
250,0
251,1
252,1
253,3
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,1
262,0
263,0
264,0
265,3
266,1
267,0
268,1
269,2
270,0
271,1
272,1
273,1
274,3
275,4
276,1
277,1
278,5
279,3
280,3
281,4
282,4
283,6
284,4
285,4
286,5
287,3
288,5
289,2
290,1
291,1
292,5
293,1
294,4
295,4
296,4
297,2
298,4
299,4
300,2
301,7
302,5
303,4
304,4
305,5
306,7
307,3
308,5
309,8
310,4
311,9
312,15
313,5
314,8
315,8
316,7
317,7
318,5
319,9
320,7
321,3
322,7
323,4
324,3
325,5
326,3
327,12
328,4
329,3
330,12
331,9
332,4
333,5
334,7
335,3
336,8
337,4
338,5
339,1
340,4
341,3
342,2
343,1
344,3
345,1
346,1
347,0
348,0
349,2
350,0
351,1
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,1
367,0
368,1
369,1
370,0
371,0
372,0
373,1
374,0
375,2
376,1
377,1
378,0
379,3
380,5
381,0
382,1
383,3
384,3
385,3
386,2
387,1
388,4
389,7
390,7
391,4
392,1
393,3
394,5
395,5
396,2
397,5
398,6
399,6
400,8
401,10
402,5
403,5
404,9
405,5
406,6
407,5
408,6
409,8
410,9
411,9
412,12
413,6
414,15
415,17
416,14
417,12
418,16
419,10
420,13
421,11
422,20
423,16
424,21
425,19
426,25
427,24
428,18
429,16
430,16
431,12
432,18
433,17
434,23
435,18
436,19
437,16
438,12
439,13
440,18
441,12
442,16
443,10
444,17
445,12
446,8
447,11
448,12
449,4
450,13
451,9
452,8
453,3
454,9
455,2
456,2
457,5
458,1
459,2
460,1
461,0
462,1
463,2
464,0
465,0
466,0
467,1
468,0
469,0
470,1
471,0
472,0
473,0
474,0
475,1
476,0
477,3
478,2
479,1
480,2
481,0
482,1
483,1
484,3
485,2
486,1
487,0
488,0
489,1
490,1
491,0
492,4
493,3
494,2
495,4
496,3
497,2
498,7
499,6
500,8
501,1
502,1
503,5
504,11
505,5
506,2
507,5
508,5
509,7
510,12
511,4
512,9
513,8
514,5
515,11
516,10
517,13
518,12
519,9
520,19
521,8
522,8
523,17
524,10
525,15
526,15
527,16
528,23
529,26
530,22
531,14
532,27
533,10
534,21
535,19
536,26
537,28
538,18
539,17
540,23
541,16
542,17
543,20
544,13
545,23
546,26
547,19
548,18
549,11
550,15
551,9
552,21
553,15
554,18
555,16
556,12
557,14
558,10
559,13
560,7
561,10
562,4
563,5
564,5
565,5
566,3
567,3
568,1
569,4
570,0
571,2
572,1
573,0
574,0
575,2
576,1
577,0
578,2
579,1
580,0
581,1
582,0
583,2
584,1
585,1
586,1
587,1
588,0
589,1
590,0
591,1
592,1
593,0
594,1
595,3
596,0
597,1
598,1
599,0
600,4
601,0
602,3
603,6
604,3
605,2
606,4
607,3
608,1
609,3
610,4
611,1
612,3
613,8
614,9
615,8
616,7
617,21
618,8
619,13
620,15
621,9
622,6
623,12
624,11
625,10
626,14
627,14
628,8
629,11
630,14
631,14
632,17
633,14
634,15
635,21
636,18
637,16
638,18
639,21
640,21
641,24
642,21
643,17
644,25
645,16
646,17
647,21
648,21
649,26
650,20
651,19
652,17
653,16
654,9
655,18
656,15
657,23
658,16
659,20
660,11
661,9
662,10
663,13
664,12
665,11
666,4
667,11
668,15
669,10
670,5
671,4
672,5
673,4
674,4
675,3
676,4
677,1
678,1
679,1
680,4
681,0
682,4
683,2
684,1
685,0
686,1
687,0
688,0
689,0
690,1
691,1
692,0
693,0
694,1
695,0
696,2
697,2
698,1
699,0
700,0
701,0
702,2
703,4
704,2
705,2
706,5
707,2
708,0
709,0
710,4
711,5
712,3
713,3
714,3
715,1
716,4
717,3
718,7
719,8
720,6
721,5
722,5
723,6
724,5
725,6
726,7
727,8
728,7
729,9
730,16
731,13
732,9
733,14
734,6
735,17
736,14
737,15
738,14
739,11
740,12
741,22
742,25
743,13
744,21
745,23
746,17
747,16
748,15
749,22
750,20
751,20
752,13
753,21
754,27
755,18
756,19
757,17
758,12
759,24
760,17
761,14
762,20
763,17
764,13
765,18
766,5
767,14
768,16
769,10
770,15
771,6
772,10
773,13
774,7
775,9
776,3
777,11
778,9
779,4
780,2
781,6
782,9
783,4
784,6
785,3
786,4
787,2
788,3
789,3
790,1
791,1
792,1
793,0
794,0
795,0
796,0
797,2
798,0
799,0
800,0
801,1
802,0
803,0
804,1
805,0
806,2
807,1
808,0
809,1
810,2
811,2
812,1
813,0
814,2
815,1
816,0
817,4
818,2
819,2
820,1
821,5
822,5
823,2
824,2
825,3
826,1
827,8
828,6
829,4
830,8
831,8
832,5
833,7
834,3
835,5
836,10
837,9
838,4
839,7
840,10
841,7
842,9
843,6
844,7
845,10
846,7
847,9
848,11
849,9
850,12
851,13
852,21
853,16
854,11
855,7
856,15
857,7
858,7
859,16
860,19
861,17
862,13
863,13
864,21
865,12
866,15
867,15
868,12
869,15
870,15
871,7
872,15
873,10
874,10
875,10
876,9
877,11
878,6
879,5
880,4
881,4
882,6
883,8
884,7
885,7
886,3
887,4
888,6
889,5
890,3
891,5
892,3
893,3
894,4
895,0
896,1
897,6
898,1
899,0
900,0
901,0
902,0
903,2
904,1
905,1
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,2
917,0
918,1
919,0
920,2
921,1
922,0
923,0
924,1
925,1
926,1
927,2
928,2
929,1
930,3
931,3
932,2
933,1
934,0
935,2
936,1
937,4
938,1
939,5
940,2
941,3
942,7
943,6
944,3
945,5
946,3
947,6
948,4
949,5
950,7
951,2
952,4
953,8
954,6
955,5
956,3
957,5
958,4
959,6
960,8
961,11
962,6
963,5
